"Index" "SB.Open" "SB.High" "SB.Low" "SB.Close" "SB.Volume" "SB.Adjusted"
2013-02-15 3.77 3.77 3.61 3.63 289000 3.362424
2013-02-19 3.68 3.8 3.63 3.78 325300 3.501367
2013-02-20 3.81 3.89 3.78 3.78 687900 3.501367
2013-02-21 3.77 3.86 3.69 3.73 647700 3.455053
2013-02-22 3.75 3.96 3.73 3.9 470600 3.612522
2013-02-25 3.96 3.98 3.89 3.93 365500 3.640311
2013-02-26 3.94 3.94 3.8 3.83 366000 3.547682
2013-02-27 3.87 3.93 3.81 3.93 454400 3.640311
2013-02-28 3.88 3.97 3.85 3.95 47400 3.705986
2013-03-01 3.82 3.97 3.8 3.93 507800 3.687222
2013-03-04 3.94 3.94 3.86 3.93 378600 3.687222
2013-03-05 3.91 4.05 3.9 4.01 427900 3.76228
2013-03-06 4.02 4.2 4.01 4.18 556400 3.921778
2013-03-07 4.17 4.47 4.15 4.41 924900 4.137569
2013-03-08 4.41 4.67 4.41 4.63 657900 4.343979
2013-03-11 4.65 4.9 4.53 4.77 774100 4.47533
2013-03-12 4.8 4.8 4.53 4.57 402300 4.287686
2013-03-13 4.56 4.71 4.55 4.71 221000 4.419037
2013-03-14 4.71 4.95 4.7 4.85 597000 4.550388
2013-03-15 4.85 4.91 4.73 4.9 456100 4.5973
2013-03-18 4.85 4.92 4.78 4.86 341700 4.559771
2013-03-19 4.84 4.86 4.8 4.81 248400 4.512859
2013-03-20 4.81 5.05 4.81 5 472300 4.691122
2013-03-21 4.96 5.09 4.86 4.95 504600 4.64421
2013-03-22 5 5.19 5 5.1 475500 4.784944
2013-03-25 5.16 5.16 4.97 5.04 266200 4.728651
2013-03-26 5.03 5.1 4.98 4.99 175600 4.681739
2013-03-27 4.98 5.11 4.92 5.07 242100 4.756798
2013-03-28 5.07 5.09 4.91 4.96 247300 4.653593
2013-04-01 4.92 4.94 4.85 4.85 224200 4.550388
2013-04-02 4.85 4.87 4.59 4.78 530400 4.484713
2013-04-03 4.75 4.76 4.66 4.76 422000 4.465948
2013-04-04 4.75 4.91 4.64 4.91 344900 4.606682
2013-04-05 4.82 4.95 4.74 4.88 210700 4.578535
2013-04-08 4.87 5.03 4.76 4.99 323600 4.681739
2013-04-09 4.98 5.04 4.92 4.99 224700 4.681739
2013-04-10 4.98 5.01 4.92 5.01 193400 4.700504
2013-04-11 4.96 5.02 4.93 5.01 220000 4.700504
2013-04-12 4.98 5.03 4.96 5 132000 4.691122
2013-04-15 4.89 4.93 4.65 4.8 494000 4.503477
2013-04-16 4.83 5.05 4.81 5.01 313600 4.700504
2013-04-17 5.05 5.05 4.75 4.76 246700 4.465948
2013-04-18 4.8 4.91 4.76 4.88 149000 4.578535
2013-04-19 4.87 4.88 4.73 4.74 142800 4.447183
2013-04-22 4.75 4.77 4.63 4.73 91500 4.437801
2013-04-23 4.65 4.8 4.62 4.76 178000 4.465948
2013-04-24 4.76 4.89 4.75 4.85 137900 4.550388
2013-04-25 4.86 4.92 4.85 4.91 104600 4.606682
2013-04-26 4.9 4.93 4.81 4.92 90600 4.616064
2013-04-29 4.93 4.94 4.87 4.93 101600 4.625446
2013-04-30 4.9 5.05 4.9 5.02 167700 4.709886
2013-05-01 5.02 5.02 4.83 4.84 136200 4.541006
2013-05-02 4.86 4.91 4.82 4.84 61700 4.541006
2013-05-03 4.88 5 4.84 4.91 153600 4.606682
2013-05-06 4.94 5.02 4.9 5 144600 4.691122
2013-05-07 4.99 5.53 4.97 5.5 936200 5.160234
2013-05-08 5.5 5.55 5.22 5.3 303700 4.972589
2013-05-09 5.23 5.23 4.86 5.03 367600 4.719269
2013-05-10 4.98 5.14 4.96 5.12 160900 4.803709
2013-05-13 5.1 5.13 5 5.02 128800 4.709886
2013-05-14 5.02 5.06 4.87 4.96 175100 4.653593
2013-05-15 4.95 5.05 4.92 5.03 194800 4.719269
2013-05-16 5.35 5.43 5.06 5.24 945700 4.916296
2013-05-17 5.26 5.31 5.21 5.3 229900 4.972589
2013-05-20 5.29 5.54 5.26 5.5 411400 5.160234
2013-05-21 5.59 5.75 5.53 5.58 428900 5.235292
2013-05-22 5.59 5.72 5.42 5.51 444600 5.216358
2013-05-23 5.41 5.7 5.25 5.6 458300 5.301562
2013-05-24 5.6 5.6 5.42 5.48 95800 5.187957
2013-05-28 5.52 5.57 5.3 5.34 191200 5.055418
2013-05-29 5.34 5.4 5.26 5.32 137600 5.036484
2013-05-30 5.26 5.33 5.25 5.28 123900 4.998615
2013-05-31 5.24 5.25 5.07 5.17 155500 4.894477
2013-06-03 5.17 5.2 5.01 5.07 140900 4.799807
2013-06-04 5.06 5.12 4.92 4.96 215700 4.695669
2013-06-05 4.91 5.03 4.82 4.97 186500 4.705136
2013-06-06 5.02 5.04 4.97 5.01 91000 4.743004
2013-06-07 5.03 5.22 4.97 5.15 111700 4.875543
2013-06-10 5.27 5.27 5.05 5.1 111200 4.828208
2013-06-11 5.1 5.12 5.07 5.11 179800 4.837675
2013-06-12 5.18 5.18 5.08 5.14 53800 4.866076
2013-06-13 5.15 5.29 5.15 5.26 96700 4.979681
2013-06-14 5.26 5.3 5.18 5.21 28000 4.932346
2013-06-17 5.26 5.34 5.16 5.32 96200 5.036484
2013-06-18 5.34 5.43 5.29 5.39 287500 5.102753
2013-06-19 5.4 5.43 5.31 5.35 188400 5.064885
2013-06-20 5.06 5.11 4.95 5 196900 4.733537
2013-06-21 5 5.19 4.88 5.19 227800 4.913412
2013-06-24 5.1 5.25 4.89 5.01 235800 4.743004
2013-06-25 5.06 5.2 5.03 5.14 216200 4.866076
2013-06-26 5.18 5.29 5.11 5.18 126300 4.903944
2013-06-27 5.18 5.24 5.08 5.16 870000 4.88501
2013-06-28 5.18 5.37 5.15 5.32 321200 5.036484
2013-07-01 5.35 5.44 5.3 5.35 167800 5.064885
2013-07-02 5.32 5.35 5.15 5.2 170000 4.922878
2013-07-03 5.2 5.2 5.08 5.1 111200 4.828208
2013-07-05 5.12 5.12 4.96 5.03 105300 4.761939
2013-07-08 5.12 5.14 5.03 5.06 147600 4.79034
2013-07-09 5.08 5.11 5 5.03 105600 4.761939
2013-07-10 5.03 5.06 4.95 5 124400 4.733537
2013-07-11 5.05 5.11 4.98 5.08 73100 4.809274
2013-07-12 5.06 5.16 5.04 5.1 42900 4.828208
2013-07-15 5.09 5.18 5.07 5.08 67400 4.809274
2013-07-16 5.07 5.15 5.07 5.11 76600 4.837675
2013-07-17 5.09 5.14 5.07 5.11 63600 4.837675
2013-07-18 5.12 5.25 5.1 5.24 257700 4.960747
2013-07-19 5.23 5.34 5.17 5.21 653700 4.932346
2013-07-22 5.21 5.22 5.12 5.14 94200 4.866076
2013-07-23 5.17 5.21 5.07 5.11 681000 4.837675
2013-07-24 5.1 5.12 5.03 5.07 143100 4.799807
2013-07-25 5.07 5.17 5.05 5.15 142300 4.875543
2013-07-26 5.15 5.17 5.07 5.15 129000 4.875543
2013-07-29 5.12 5.15 4.95 4.99 397200 4.72407
2013-07-30 5.05 5.05 4.95 4.98 149400 4.714603
2013-07-31 4.97 4.98 4.83 4.9 257200 4.638866
2013-08-01 4.93 5.04 4.89 4.9 90700 4.638866
2013-08-02 4.88 4.92 4.83 4.85 58900 4.591531
2013-08-05 4.85 4.91 4.83 4.9 64600 4.638866
2013-08-06 4.94 4.99 4.78 4.93 103200 4.667267
2013-08-07 4.88 4.91 4.85 4.86 106100 4.600998
2013-08-08 4.86 5.03 4.86 5.02 459800 4.752471
2013-08-09 4.99 5.05 4.91 5 66200 4.733537
2013-08-12 4.99 5.05 4.95 4.97 93800 4.705136
2013-08-13 4.99 5.27 4.99 5.14 278700 4.866076
2013-08-14 5.11 5.48 5.11 5.43 354300 5.140621
2013-08-15 5.43 5.7 5.34 5.68 423900 5.377298
2013-08-16 5.67 5.78 5.53 5.62 253400 5.320496
2013-08-19 5.6 5.6 5.28 5.35 173100 5.064885
2013-08-20 5.42 5.68 5.4 5.67 168400 5.367831
2013-08-21 5.79 5.89 5.72 5.77 324100 5.462502
2013-08-22 5.83 6.25 5.64 6.23 765300 5.897987
2013-08-23 6.25 6.27 6.1 6.25 400200 5.916921
2013-08-26 6.19 6.63 6.19 6.6 448000 6.248269
2013-08-27 6.84 6.88 6.6 6.84 866900 6.475479
2013-08-28 6.9 6.95 6.61 6.62 390900 6.267203
2013-08-29 6.54 6.62 6.41 6.49 299700 6.19089
2013-08-30 6.45 6.58 6.37 6.45 143400 6.152733
2013-09-03 6.53 6.73 6.48 6.72 217500 6.41029
2013-09-04 6.68 6.99 6.67 6.94 555800 6.620151
2013-09-05 6.95 7.41 6.93 7.38 912900 7.039872
2013-09-06 7.4 7.49 7.12 7.33 645700 6.992176
2013-09-09 7.4 7.65 7.33 7.39 603500 7.049411
2013-09-10 7.43 7.45 6.92 7.14 620900 6.810933
2013-09-11 7.15 7.36 6.99 7.27 427800 6.934942
2013-09-12 7.3 7.35 6.83 6.97 781000 6.648768
2013-09-13 6.9 6.95 6.65 6.75 679800 6.438907
2013-09-16 6.77 6.88 6.75 6.83 234400 6.51522
2013-09-17 6.8 6.98 6.66 6.93 331100 6.610611
2013-09-18 7.03 7.22 6.8 7.01 572700 6.686925
2013-09-19 7.05 7.34 6.97 7.25 523100 6.915863
2013-09-20 7.31 7.33 6.91 6.96 431300 6.639229
2013-09-23 6.92 7.07 6.86 6.91 199900 6.591533
2013-09-24 6.91 7.04 6.83 6.98 295600 6.658307
2013-09-25 6.97 7.36 6.95 7.25 665700 6.915863
2013-09-26 7.25 7.33 6.93 7 392200 6.677385
2013-09-27 6.97 6.99 6.75 6.92 397900 6.601072
2013-09-30 6.85 6.86 6.74 6.8 244400 6.486603
2013-10-01 6.87 7.08 6.85 7 402200 6.677385
2013-10-02 6.97 7.15 6.93 7.1 297400 6.772777
2013-10-03 7.12 7.19 6.89 7.02 297700 6.696464
2013-10-04 7.04 7.09 6.87 7 173200 6.677385
2013-10-07 6.98 7 6.82 6.96 321100 6.639229
2013-10-08 6.96 6.96 6.54 6.54 375500 6.238586
2013-10-09 6.53 6.64 6.21 6.3 359100 6.009647
2013-10-10 6.5 6.64 6.5 6.63 286800 6.324438
2013-10-11 6.58 6.65 6.5 6.65 196100 6.343516
2013-10-14 6.6 6.84 6.58 6.74 202700 6.429368
2013-10-15 6.72 6.96 6.6 6.96 349400 6.639229
2013-10-16 6.74 7.4 6.74 7.3 623900 6.963559
2013-10-17 7.3 7.53 7.24 7.47 466300 7.125724
2013-10-18 7.5 7.78 7.46 7.6 933800 7.249733
2013-10-21 7.57 7.59 7.2 7.31 409900 6.973098
2013-10-22 7.33 7.45 7.27 7.45 322400 7.106646
2013-10-23 7.4 7.49 7.34 7.45 279300 7.106646
2013-10-24 7.46 7.49 7.37 7.47 270200 7.125724
2013-10-25 7.48 7.56 7.41 7.42 224800 7.078029
2013-10-28 7.37 7.38 7.11 7.12 293700 6.791855
2013-10-29 7.1 7.32 7.05 7.3 218600 6.963559
2013-10-30 7.31 7.54 7.3 7.36 406800 7.020794
2013-10-31 7.32 7.5 7.15 7.46 370500 7.116185
2013-11-01 7.45 7.77 7.45 7.74 564000 7.38328
2013-11-04 7.82 8.25 7.82 7.94 1050400 7.574063
2013-11-05 8.75 9 8.26 8.44 1055200 8.051019
2013-11-06 8.43 8.51 8.11 8.21 469300 7.831619
2013-11-07 8.23 8.35 8.08 8.24 314100 7.860236
2013-11-08 8.24 8.46 8.24 8.32 274200 7.936549
2013-11-11 8.32 8.4 8.08 8.33 301100 7.946089
2013-11-12 8.25 8.35 8.05 8.15 359800 7.774384
2013-11-13 7.28 7.74 7.2 7.57 3280000 7.221116
2013-11-14 7.62 7.79 7.55 7.61 587400 7.259272
2013-11-15 7.68 7.82 7.58 7.8 412800 7.440515
2013-11-18 7.8 7.8 7.56 7.65 483300 7.297428
2013-11-19 7.6 7.74 7.58 7.6 459200 7.249733
